Commodity,Year,Attribute,Value
Red meat and chicken (retail weight): Per capita availability,2003,Red meat-Veal-Pounds,0.581074935
Red meat and chicken (retail weight): Per capita availability,2004,Red meat-Veal-Pounds,0.500607938
Red meat and chicken (retail weight): Per capita availability,2005,Red meat-Veal-Pounds,0.459295513
Red meat and chicken (retail weight): Per capita availability,2006,Red meat-Veal-Pounds,0.429440779
Red meat and chicken (retail weight): Per capita availability,2007,Red meat-Veal-Pounds,0.397130611
Red meat and chicken (retail weight): Per capita availability,2008,Red meat-Veal-Pounds,0.407394659
Red meat and chicken (retail weight): Per capita availability,2009,Red meat-Veal-Pounds,0.396950481
Red meat and chicken (retail weight): Per capita availability,2010,Red meat-Veal-Pounds,0.395769077
Red meat and chicken (retail weight): Per capita availability,2011,Red meat-Veal-Pounds,0.365243839
Red meat and chicken (retail weight): Per capita availability,2012,Red meat-Veal-Pounds,0.323791548
Red meat and chicken (retail weight): Per capita availability,2013,Red meat-Veal-Pounds,0.31112788
Red meat and chicken (retail weight): Per capita availability,2014,Red meat-Veal-Pounds,0.254338108
Red meat and chicken (retail weight): Per capita availability,2015,Red meat-Veal-Pounds,0.227630629
Red meat and chicken (retail weight): Per capita availability,2016,Red meat-Veal-Pounds,0.187257955
Red meat and chicken (retail weight): Per capita availability,2017,Red meat-Veal-Pounds,0.19946429
Red meat and chicken (retail weight): Per capita availability,2018,Red meat-Veal-Pounds,0.22578965
Red meat and chicken (retail weight): Per capita availability,2019,Red meat-Veal-Pounds,0.20534715
Red meat and chicken (retail weight): Per capita availability,2020,Red meat-Veal-Pounds,0.166184056
Red meat and chicken (retail weight): Per capita availability,2021,Red meat-Veal-Pounds,0.159927309
Red meat and chicken (retail weight): Per capita availability,1909,Red meat-Pork-Pounds,62.33230191
Red meat and chicken (retail weight): Per capita availability,1910,Red meat-Pork-Pounds,57.92937764
Red meat and chicken (retail weight): Per capita availability,1911,Red meat-Pork-Pounds,64.22402864
Red meat and chicken (retail weight): Per capita availability,1912,Red meat-Pork-Pounds,62.01300677
Red meat and chicken (retail weight): Per capita availability,1913,Red meat-Pork-Pounds,62.18493186
Red meat and chicken (retail weight): Per capita availability,1914,Red meat-Pork-Pounds,60.55120017
Red meat and chicken (retail weight): Per capita availability,1915,Red meat-Pork-Pounds,61.8791399
Red meat and chicken (retail weight): Per capita availability,1916,Red meat-Pork-Pounds,64.18542384
Red meat and chicken (retail weight): Per capita availability,1917,Red meat-Pork-Pounds,54.79422515
Red meat and chicken (retail weight): Per capita availability,1918,Red meat-Pork-Pounds,56.78737446
Red meat and chicken (retail weight): Per capita availability,1919,Red meat-Pork-Pounds,59.41349476
Red meat and chicken (retail weight): Per capita availability,1920,Red meat-Pork-Pounds,59.10502438
Red meat and chicken (retail weight): Per capita availability,1921,Red meat-Pork-Pounds,60.22747793
Red meat and chicken (retail weight): Per capita availability,1922,Red meat-Pork-Pounds,61.14985143
Red meat and chicken (retail weight): Per capita availability,1923,Red meat-Pork-Pounds,69.03534708
Red meat and chicken (retail weight): Per capita availability,1924,Red meat-Pork-Pounds,68.87651281
Red meat and chicken (retail weight): Per capita availability,1925,Red meat-Pork-Pounds,62.0968842
Red meat and chicken (retail weight): Per capita availability,1926,Red meat-Pork-Pounds,59.6435173
Red meat and chicken (retail weight): Per capita availability,1927,Red meat-Pork-Pounds,62.95576931
Red meat and chicken (retail weight): Per capita availability,1928,Red meat-Pork-Pounds,65.94403737
Red meat and chicken (retail weight): Per capita availability,1929,Red meat-Pork-Pounds,64.79686615
Red meat and chicken (retail weight): Per capita availability,1930,Red meat-Pork-Pounds,62.25265448
Red meat and chicken (retail weight): Per capita availability,1931,Red meat-Pork-Pounds,63.50119614
Red meat and chicken (retail weight): Per capita availability,1932,Red meat-Pork-Pounds,65.6847994
Red meat and chicken (retail weight): Per capita availability,1933,Red meat-Pork-Pounds,65.74150688
Red meat and chicken (retail weight): Per capita availability,1934,Red meat-Pork-Pounds,59.85792782
Red meat and chicken (retail weight): Per capita availability,1935,Red meat-Pork-Pounds,44.94393932
Red meat and chicken (retail weight): Per capita availability,1936,Red meat-Pork-Pounds,51.23013551
Red meat and chicken (retail weight): Per capita availability,1937,Red meat-Pork-Pounds,51.81450206
Red meat and chicken (retail weight): Per capita availability,1938,Red meat-Pork-Pounds,54.05304342
Red meat and chicken (retail weight): Per capita availability,1939,Red meat-Pork-Pounds,60.14607565
Red meat and chicken (retail weight): Per capita availability,1940,Red meat-Pork-Pounds,68.2848428
Red meat and chicken (retail weight): Per capita availability,1941,Red meat-Pork-Pounds,63.99754127
Red meat and chicken (retail weight): Per capita availability,1942,Red meat-Pork-Pounds,63.94008602
Red meat and chicken (retail weight): Per capita availability,1943,Red meat-Pork-Pounds,78.23510483
Red meat and chicken (retail weight): Per capita availability,1944,Red meat-Pork-Pounds,81.12813139
Red meat and chicken (retail weight): Per capita availability,1945,Red meat-Pork-Pounds,65.69843062
Red meat and chicken (retail weight): Per capita availability,1946,Red meat-Pork-Pounds,70.95254935
Red meat and chicken (retail weight): Per capita availability,1947,Red meat-Pork-Pounds,65.48832272
Red meat and chicken (retail weight): Per capita availability,1948,Red meat-Pork-Pounds,63.55136363
Red meat and chicken (retail weight): Per capita availability,1949,Red meat-Pork-Pounds,63.4221251
Red meat and chicken (retail weight): Per capita availability,1950,Red meat-Pork-Pounds,65.06394874
Red meat and chicken (retail weight): Per capita availability,1951,Red meat-Pork-Pounds,68.39059675
Red meat and chicken (retail weight): Per capita availability,1952,Red meat-Pork-Pounds,68.16468519
Red meat and chicken (retail weight): Per capita availability,1953,Red meat-Pork-Pounds,59.43747062
Red meat and chicken (retail weight): Per capita availability,1954,Red meat-Pork-Pounds,56.27842676
Red meat and chicken (retail weight): Per capita availability,1955,Red meat-Pork-Pounds,61.55649675
Red meat and chicken (retail weight): Per capita availability,1956,Red meat-Pork-Pounds,62.32700436
Red meat and chicken (retail weight): Per capita availability,1957,Red meat-Pork-Pounds,56.67419457
Red meat and chicken (retail weight): Per capita availability,1958,Red meat-Pork-Pounds,55.14069633
Red meat and chicken (retail weight): Per capita availability,1959,Red meat-Pork-Pounds,61.87915718
Red meat and chicken (retail weight): Per capita availability,1960,Red meat-Pork-Pounds,58.74232721
Red meat and chicken (retail weight): Per capita availability,1961,Red meat-Pork-Pounds,56.28504391
Red meat and chicken (retail weight): Per capita availability,1962,Red meat-Pork-Pounds,56.90344059
Red meat and chicken (retail weight): Per capita availability,1963,Red meat-Pork-Pounds,57.93888249
Red meat and chicken (retail weight): Per capita availability,1964,Red meat-Pork-Pounds,57.95073714
Red meat and chicken (retail weight): Per capita availability,1965,Red meat-Pork-Pounds,51.53291509
Red meat and chicken (retail weight): Per capita availability,1966,Red meat-Pork-Pounds,50.28356669
Red meat and chicken (retail weight): Per capita availability,1967,Red meat-Pork-Pounds,55.04576073
Red meat and chicken (retail weight): Per capita availability,1968,Red meat-Pork-Pounds,56.23763833
Red meat and chicken (retail weight): Per capita availability,1969,Red meat-Pork-Pounds,54.31715178
Red meat and chicken (retail weight): Per capita availability,1970,Red meat-Pork-Pounds,55.80034144
Red meat and chicken (retail weight): Per capita availability,1971,Red meat-Pork-Pounds,60.55854684
Red meat and chicken (retail weight): Per capita availability,1972,Red meat-Pork-Pounds,54.66535171
Red meat and chicken (retail weight): Per capita availability,1973,Red meat-Pork-Pounds,48.75075984
Red meat and chicken (retail weight): Per capita availability,1974,Red meat-Pork-Pounds,52.7180939
Red meat and chicken (retail weight): Per capita availability,1975,Red meat-Pork-Pounds,42.89850819
Red meat and chicken (retail weight): Per capita availability,1976,Red meat-Pork-Pounds,45.12458948
Red meat and chicken (retail weight): Per capita availability,1977,Red meat-Pork-Pounds,46.6806568
Red meat and chicken (retail weight): Per capita availability,1978,Red meat-Pork-Pounds,46.54530326
Red meat and chicken (retail weight): Per capita availability,1979,Red meat-Pork-Pounds,53.16172855
Red meat and chicken (retail weight): Per capita availability,1980,Red meat-Pork-Pounds,56.77957902
Red meat and chicken (retail weight): Per capita availability,1981,Red meat-Pork-Pounds,54.18731813
Red meat and chicken (retail weight): Per capita availability,1982,Red meat-Pork-Pounds,48.61679242
Red meat and chicken (retail weight): Per capita availability,1983,Red meat-Pork-Pounds,51.30998938
Red meat and chicken (retail weight): Per capita availability,1984,Red meat-Pork-Pounds,51.03045585
Red meat and chicken (retail weight): Per capita availability,1985,Red meat-Pork-Pounds,51.46219809
Red meat and chicken (retail weight): Per capita availability,1986,Red meat-Pork-Pounds,48.56563467
Red meat and chicken (retail weight): Per capita availability,1987,Red meat-Pork-Pounds,48.78308983
Red meat and chicken (retail weight): Per capita availability,1988,Red meat-Pork-Pounds,52.07942819
Red meat and chicken (retail weight): Per capita availability,1989,Red meat-Pork-Pounds,51.52146014
Red meat and chicken (retail weight): Per capita availability,1990,Red meat-Pork-Pounds,49.365852
Red meat and chicken (retail weight): Per capita availability,1991,Red meat-Pork-Pounds,49.77928876
Red meat and chicken (retail weight): Per capita availability,1992,Red meat-Pork-Pounds,52.30859843
Red meat and chicken (retail weight): Per capita availability,1993,Red meat-Pork-Pounds,51.62357431
Red meat and chicken (retail weight): Per capita availability,1994,Red meat-Pork-Pounds,52.14827521
Red meat and chicken (retail weight): Per capita availability,1995,Red meat-Pork-Pounds,51.48400478
Red meat and chicken (retail weight): Per capita availability,1996,Red meat-Pork-Pounds,48.13349611
Red meat and chicken (retail weight): Per capita availability,1997,Red meat-Pork-Pounds,47.61411969
Red meat and chicken (retail weight): Per capita availability,1998,Red meat-Pork-Pounds,51.36966949
Red meat and chicken (retail weight): Per capita availability,1999,Red meat-Pork-Pounds,52.44273983
Red meat and chicken (retail weight): Per capita availability,2000,Red meat-Pork-Pounds,50.83516821
Red meat and chicken (retail weight): Per capita availability,2001,Red meat-Pork-Pounds,50.03840499
Red meat and chicken (retail weight): Per capita availability,2002,Red meat-Pork-Pounds,51.29298193
Red meat and chicken (retail weight): Per capita availability,2003,Red meat-Pork-Pounds,51.60933488
Red meat and chicken (retail weight): Per capita availability,2004,Red meat-Pork-Pounds,51.02551052
Red meat and chicken (retail weight): Per capita availability,2005,Red meat-Pork-Pounds,49.51602689
