STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,EL,Greece,2024,24.4,7,15,Fim,26.9,909,24.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,EL,Greece,2024,36.2,7,16,Inicio,26.9,908,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,EL,Greece,2024,36.2,7,16,Fim,26.9,907,36.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,EL,Greece,2024,20.6,7,17,Inicio,26.9,906,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,EL,Greece,2024,20.6,7,17,Fim,26.9,905,20.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,EL,Greece,2024,28.9,7,18,Inicio,26.9,904,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,EL,Greece,2024,28.9,7,18,Fim,26.9,903,28.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,HU,Hungary,2024,31.5,7,1,Inicio,20.2,938,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,HU,Hungary,2024,31.5,7,1,Fim,20.2,937,31.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,HU,Hungary,2024,28.9,7,2,Inicio,20.2,936,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,HU,Hungary,2024,28.9,7,2,Fim,20.2,935,28.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,HU,Hungary,2024,33.9,7,3,Inicio,20.2,934,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,HU,Hungary,2024,33.9,7,3,Fim,20.2,933,33.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,HU,Hungary,2024,33.8,7,4,Inicio,20.2,932,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,HU,Hungary,2024,33.8,7,4,Fim,20.2,931,33.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,HU,Hungary,2024,27.9,7,5,Inicio,20.2,930,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,HU,Hungary,2024,27.9,7,5,Fim,20.2,929,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,HU,Hungary,2024,21.7,7,6,Inicio,20.2,928,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,HU,Hungary,2024,21.7,7,6,Fim,20.2,927,21.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,HU,Hungary,2024,14.2,7,7,Inicio,20.2,926,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,HU,Hungary,2024,14.2,7,7,Fim,20.2,925,14.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",HU,Hungary,2024,29.3,7,8,Inicio,20.2,924,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",HU,Hungary,2024,29.3,7,8,Fim,20.2,923,29.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,HU,Hungary,2024,21.9,7,9,Inicio,20.2,922,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,HU,Hungary,2024,21.9,7,9,Fim,20.2,921,21.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,HU,Hungary,2024,18.3,7,10,Inicio,20.2,920,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,HU,Hungary,2024,18.3,7,10,Fim,20.2,919,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,HU,Hungary,2024,32,7,11,Inicio,20.2,918,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,HU,Hungary,2024,32,7,11,Fim,20.2,917,32
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,HU,Hungary,2024,18.2,7,12,Inicio,20.2,916,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,HU,Hungary,2024,18.2,7,12,Fim,20.2,915,18.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,HU,Hungary,2024,16.9,7,13,Inicio,20.2,914,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,HU,Hungary,2024,16.9,7,13,Fim,20.2,913,16.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,HU,Hungary,2024,10,7,14,Inicio,20.2,912,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,HU,Hungary,2024,10,7,14,Fim,20.2,911,10
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,HU,Hungary,2024,12.5,7,15,Inicio,20.2,910,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,HU,Hungary,2024,12.5,7,15,Fim,20.2,909,12.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,HU,Hungary,2024,28.1,7,16,Inicio,20.2,908,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,HU,Hungary,2024,28.1,7,16,Fim,20.2,907,28.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,HU,Hungary,2024,10.4,7,17,Inicio,20.2,906,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,HU,Hungary,2024,10.4,7,17,Fim,20.2,905,10.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,HU,Hungary,2024,22.3,7,18,Inicio,20.2,904,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,HU,Hungary,2024,22.3,7,18,Fim,20.2,903,22.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,IE,Ireland,2024,41.3,7,1,Inicio,16.7,938,16.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,IE,Ireland,2024,41.3,7,1,Fim,16.7,937,41.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,IE,Ireland,2024,33.7,7,2,Inicio,16.7,936,16.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,IE,Ireland,2024,33.7,7,2,Fim,16.7,935,33.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,IE,Ireland,2024,50.2,7,3,Inicio,16.7,934,16.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,IE,Ireland,2024,50.2,7,3,Fim,16.7,933,50.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,IE,Ireland,2024,42.7,7,4,Inicio,16.7,932,16.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,IE,Ireland,2024,42.7,7,4,Fim,16.7,931,42.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,IE,Ireland,2024,39.8,7,5,Inicio,16.7,930,16.7
